service_line_id,from_source_line_id,from_source_station_id,from_source_station_key,from_station_name,to_source_line_id,to_source_station_id,to_source_station_key,to_station_name,duration_seconds,average_duration_seconds,straight_distance_meters,sample_count,duration_method
SL_310F3C654984,S2702,0229,S2702|0229,청라언덕,S2702,0228,S2702|0228,반고개,60,60,908,412,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0228,S2702|0228,반고개,S2702,0227,S2702|0227,내당,120,119,777,412,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0227,S2702|0227,내당,S2702,0226,S2702|0226,두류,60,60,882,412,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0226,S2702|0226,두류,S2702,0225,S2702|0225,감삼,60,60,758,412,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0225,S2702|0225,감삼,S2702,0224,S2702|0224,죽전,60,60,1070,412,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0224,S2702|0224,죽전,S2702,0223,S2702|0223,용산(서부법원․검찰청입구),120,119,762,412,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0223,S2702|0223,용산(서부법원․검찰청입구),S2702,0222,S2702|0222,이곡,120,120,1183,412,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0222,S2702|0222,이곡,S2702,0221,S2702|0221,성서산업단지,120,120,787,409,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0221,S2702|0221,성서산업단지,S2702,0220,S2702|0220,계명대,120,120,1370,409,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0220,S2702|0220,계명대,S2702,0219,S2702|0219,강창,120,120,1183,409,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0219,S2702|0219,강창,S2702,0218,S2702|0218,대실,120,120,1293,409,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0218,S2702|0218,대실,S2702,0217,S2702|0217,다사,120,120,1075,409,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0217,S2702|0217,다사,S2702,0216,S2702|0216,문양,240,240,1920,409,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0216,S2702|0216,문양,S2702,0217,S2702|0217,다사,180,180,1920,409,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0217,S2702|0217,다사,S2702,0218,S2702|0218,대실,120,120,1075,409,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0218,S2702|0218,대실,S2702,0219,S2702|0219,강창,120,120,1293,409,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0219,S2702|0219,강창,S2702,0220,S2702|0220,계명대,120,120,1183,409,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0220,S2702|0220,계명대,S2702,0221,S2702|0221,성서산업단지,120,120,1370,409,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0221,S2702|0221,성서산업단지,S2702,0222,S2702|0222,이곡,60,60,787,409,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0244,S2702|0244,영남대,S2702,0243,S2702|0243,임당,60,60,1100,409,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0243,S2702|0243,임당,S2702,0242,S2702|0242,정평,60,60,1116,409,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0242,S2702|0242,정평,S2702,0241,S2702|0241,사월,60,60,1264,409,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0241,S2702|0241,사월,S2702,0240,S2702|0240,신매,60,60,1007,409,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0240,S2702|0240,신매,S2702,0239,S2702|0239,고산,120,120,1077,409,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0239,S2702|0239,고산,S2702,0238,S2702|0238,수성알파시티(삼성라이온즈파크),120,120,1205,409,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0238,S2702|0238,수성알파시티(삼성라이온즈파크),S2702,0237,S2702|0237,연호,120,120,846,409,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0237,S2702|0237,연호,S2702,0236,S2702|0236,담티(수성대·대륜),120,120,1845,409,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0236,S2702|0236,담티(수성대·대륜),S2702,0235,S2702|0235,만촌,60,60,941,409,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0235,S2702|0235,만촌,S2702,0234,S2702|0234,수성구청(KBS),60,60,811,409,DEPARTURE_TO_ARRIVAL
SL_C328BFA28000,S2703,0312,S2703|0312,칠곡경대병원,S2703,0313,S2703|0313,학정,60,60,762,444,DEPARTURE_TO_ARRIVAL
SL_C328BFA28000,S2703,0313,S2703|0313,학정,S2703,0314,S2703|0314,팔거(국립농관원통계청),60,60,838,444,DEPARTURE_TO_ARRIVAL
SL_C328BFA28000,S2703,0314,S2703|0314,팔거(국립농관원통계청),S2703,0315,S2703|0315,동천,60,60,721,444,DEPARTURE_TO_ARRIVAL
SL_C328BFA28000,S2703,0315,S2703|0315,동천,S2703,0316,S2703|0316,칠곡운암,60,60,722,444,DEPARTURE_TO_ARRIVAL
SL_C328BFA28000,S2703,0316,S2703|0316,칠곡운암,S2703,0317,S2703|0317,구암(과학대보건대입구),60,60,739,444,DEPARTURE_TO_ARRIVAL
SL_C328BFA28000,S2703,0317,S2703|0317,구암(과학대보건대입구),S2703,0318,S2703|0318,태전,60,60,731,444,DEPARTURE_TO_ARRIVAL
SL_C328BFA28000,S2703,0318,S2703|0318,태전,S2703,0319,S2703|0319,매천,60,60,854,444,DEPARTURE_TO_ARRIVAL
SL_C328BFA28000,S2703,0319,S2703|0319,매천,S2703,0320,S2703|0320,매천시장,60,60,938,444,DEPARTURE_TO_ARRIVAL
SL_C328BFA28000,S2703,0320,S2703|0320,매천시장,S2703,0321,S2703|0321,팔달,60,60,747,444,DEPARTURE_TO_ARRIVAL
SL_C328BFA28000,S2703,0321,S2703|0321,팔달,S2703,0322,S2703|0322,공단,120,120,887,444,DEPARTURE_TO_ARRIVAL
SL_C328BFA28000,S2703,0322,S2703|0322,공단,S2703,0323,S2703|0323,만평,60,60,707,444,DEPARTURE_TO_ARRIVAL
SL_C328BFA28000,S2703,0323,S2703|0323,만평,S2703,0324,S2703|0324,팔달시장,60,60,630,444,DEPARTURE_TO_ARRIVAL
SL_C328BFA28000,S2703,0324,S2703|0324,팔달시장,S2703,0325,S2703|0325,원대,60,60,597,444,DEPARTURE_TO_ARRIVAL
SL_C328BFA28000,S2703,0325,S2703|0325,원대,S2703,0326,S2703|0326,"북구청
(대구iM뱅크파크)",120,120,780,444,DEPARTURE_TO_ARRIVAL
SL_C328BFA28000,S2703,0326,S2703|0326,"북구청
(대구iM뱅크파크)",S2703,0327,S2703|0327,달성공원,120,120,901,444,DEPARTURE_TO_ARRIVAL
SL_C328BFA28000,S2703,0327,S2703|0327,달성공원,S2703,0328,S2703|0328,서문시장(동산병원),60,60,675,444,DEPARTURE_TO_ARRIVAL
SL_C328BFA28000,S2703,0332,S2703|0332,건들바위,S2703,0333,S2703|0333,대봉교,60,60,603,444,DEPARTURE_TO_ARRIVAL
SL_C328BFA28000,S2703,0333,S2703|0333,대봉교,S2703,0334,S2703|0334,수성시장,120,120,874,444,DEPARTURE_TO_ARRIVAL
SL_C328BFA28000,S2703,0334,S2703|0334,수성시장,S2703,0335,S2703|0335,수성구민운동장,120,120,847,444,DEPARTURE_TO_ARRIVAL
